player,matches,wins,losses,avg_rest_days,rolling_10_winrate_latest,win_rate,peak_elo,current_elo,last_match_date,days_since_last,surf_matches_Clay,surf_matches_Grass,surf_matches_Hard,surf_matches_Other,wr_Clay,wr_Grass,wr_Hard,wr_Other,current_selo_Clay,current_selo_Grass,current_selo_Hard
Aslan Karatsev,167,79,88,10.62874251497006,0.3,0.4731,1712.1651109918898,1514.5813707768007,2024-10-14,65,45,12,110,0,0.4889,0.3333,0.4818,,1492.5173347891894,1496.6965696165198,1503.4759729766931
Moez Echargui,5,3,2,42.0,0.75,0.6,1516.1597240324495,1513.8899978427353,2024-07-29,142,1,0,2,2,0.0,,0.5,1.0,1500.0,,1500.0
Coleman Wong,15,7,8,30.933333333333334,0.5,0.4667,1529.6800386754571,1513.8889935977606,2024-10-14,65,0,1,14,0,,0.0,0.5,,,1500.0,1509.645771680136
Chris Rodesch,7,4,3,30.0,0.6666666666666666,0.5714,1517.589316266017,1513.4909421336188,2024-09-14,95,4,0,2,1,0.5,,0.5,1.0,1507.0747700482268,,1506.7958126362134
Darian King,52,34,18,30.0,0.8,0.6538,1575.0434180883747,1512.0034960348307,2024-09-14,95,8,0,42,2,0.5,,0.6667,1.0,1500.0123096616487,,1507.5540086628798
Kamil Majchrzak,71,31,40,21.43661971830986,0.6,0.4366,1547.4688112347642,1511.9701869404828,2024-09-13,96,16,7,48,0,0.375,0.2857,0.4792,,1493.7625614373824,1500.0753267267173,1506.79119253693
Jerome Kym,3,2,1,42.666666666666664,0.5,0.6667,1512.2595704940334,1511.9538856047714,2024-10-21,58,0,0,3,0,,,0.6667,,,,1506.9433197704657
John Isner,659,405,254,6.562974203338391,0.5,0.6146,1782.039707505115,1511.904614609598,2023-08-28,478,124,77,458,0,0.5726,0.7013,0.6114,,1507.436558483054,1518.8872420831442,1527.0349594897639
Gregoire Barrere,101,38,63,17.603960396039604,0.4,0.3762,1586.619619672146,1511.8498701336441,2024-11-04,44,28,13,60,0,0.3571,0.4615,0.3667,,1497.8580939539152,1507.2780339685448,1485.5317707799716
Yu Hsiou Hsu,7,3,4,26.428571428571427,0.5,0.4286,1533.5681780694197,1511.5165766171615,2024-02-03,319,0,0,7,0,,,0.4286,,,,1507.952334718818
Giles Hussey,2,1,1,15.0,0.5,0.5,1514.5164502955713,1511.4744628359829,2024-06-24,177,0,2,0,0,,0.5,,,,1506.8733300822507,
Jacob Fearnley,5,2,3,19.4,0.5,0.4,1511.7883951915608,1511.4204124745468,2024-10-14,65,0,3,2,0,,0.3333,0.5,,,1500.28412318181,1506.3780202018318
Max Purcell,85,32,53,13.811764705882354,0.5,0.3765,1549.203583454211,1511.2569275957312,2024-08-26,114,11,19,55,0,0.3636,0.4211,0.3636,,1495.0623019154093,1500.4310840380626,1473.3380590823679
Aziz Dougaz,13,5,8,43.76923076923077,0.5,0.3846,1522.05088050591,1511.1802787226836,2024-09-13,96,4,0,8,1,0.5,,0.375,0.0,1501.6897525418258,,1500.0856301188871
Alan Fernando Rubio Fierros,3,1,2,30.0,0.5,0.3333,1511.8874606472325,1511.1088443197807,2024-09-14,95,1,0,2,0,0.0,,0.5,,1500.0,,1507.0010070883359
Alex Bolt,48,17,31,23.895833333333332,0.4,0.3542,1538.754479671954,1510.9207376884688,2024-07-15,156,0,13,35,0,,0.3077,0.3714,,,1504.7647673107065,1507.6703046714695
Filip Misolic,18,9,9,21.0,0.4,0.5,1549.008023811317,1510.7844901972792,2024-07-22,149,14,0,4,0,0.5714,,0.25,,1503.7920444833603,,1500.0019288785531
Thomas Yaka Kofi Setodji,4,3,1,22.5,0.6666666666666666,0.75,1511.8466974049522,1510.76901089726,2024-09-14,95,0,0,4,0,,,0.75,,,,1506.8898565503684
Lukas Neumayer,5,3,2,28.6,0.5,0.6,1513.0311259267537,1510.7686604742314,2024-09-13,96,5,0,0,0,0.6,,,,1506.2863599717346,,
Ignacio Buse,4,2,2,37.5,0.6666666666666666,0.5,1527.047637094436,1510.585836565471,2024-09-13,96,1,0,3,0,1.0,,0.3333,,1500.0,,1500.8982323678545
Nam Hoang Ly,10,7,3,33.0,0.6666666666666666,0.7,1520.453598816336,1509.4833188136815,2024-02-02,320,1,0,7,2,0.0,,0.7143,1.0,1500.0,,1507.0005083450005
Elmer Moller,6,4,2,45.0,0.6,0.6667,1509.8315520285123,1509.1875955805579,2024-09-14,95,1,0,5,0,1.0,,0.6,,1500.0,,1500.7793637876898
Martin Damm,3,2,1,10.0,0.5,0.6667,1533.3604502048993,1508.304082468418,2024-03-18,275,0,0,3,0,,,0.6667,,,,1517.060650610998
Francisco Comesana,11,4,7,15.181818181818182,0.4,0.3636,1509.1501415893201,1508.2997060178373,2024-08-26,114,4,3,4,0,0.0,0.6667,0.5,,1483.064668263437,1514.1950364056884,1509.9490294087016
Ilya Ivashka,178,88,90,11.07865168539326,0.3,0.4944,1693.133038150968,1508.1666978972678,2023-08-28,478,39,23,116,0,0.4103,0.5217,0.5172,,1486.4788172744534,1496.7193278584955,1530.8781228935864
Robert Strombachs,7,4,3,47.142857142857146,0.6666666666666666,0.5714,1517.5513292131145,1508.1376804163633,2024-02-02,320,0,0,6,1,,,0.6667,0.0,,,1513.5619225661694
N Sriram Balaji,3,1,2,50.0,0.5,0.3333,1508.537643146343,1507.9784363864665,2024-09-14,95,1,1,1,0,0.0,1.0,0.0,,1500.0,1500.0,1500.0
Aristotelis Thanos,4,2,2,52.5,0.6666666666666666,0.5,1508.3790456707593,1507.8302268808325,2024-09-14,95,1,0,3,0,1.0,,0.3333,,1500.0,,1504.761987325046
Mark Lajal,7,2,5,30.0,0.3333333333333333,0.2857,1508.3552248028866,1507.7967802686705,2024-09-13,96,2,1,4,0,0.0,0.0,0.5,,1492.9870032952983,1500.0,1506.636215721996
Ioannis Xilas,2,1,1,45.0,0.5,0.5,1508.2340717827462,1507.6947486319311,2024-09-14,95,0,0,2,0,,,0.5,,,,1504.8032085399352
Juan Carlos Fuentes Vasquez,2,1,1,45.0,0.5,0.5,1508.2063677093936,1507.668859146613,2024-09-14,95,1,0,1,0,0.0,,1.0,,1500.0,,1500.0
Petr Nesterov,2,1,1,45.0,0.5,0.5,1507.9103796213035,1507.3922579709135,2024-09-14,95,1,0,1,0,0.0,,1.0,,1500.0,,1500.0
Yassine Dlimi,4,2,2,37.5,0.6666666666666666,0.5,1511.2888234749971,1507.3198353558955,2024-09-14,95,1,0,3,0,0.0,,0.6667,,1500.0,,1499.902051263003
Jason Kubler,61,28,33,14.836065573770492,0.3,0.459,1591.4291000259827,1507.0651245740096,2024-01-15,338,14,13,34,0,0.5,0.5385,0.4118,,1508.4165666045824,1504.326632385634,1496.222259096237
Tim Van Rijthoven,22,11,11,20.227272727272727,0.3,0.5,1616.850946017213,1507.0483701996307,2024-06-10,191,0,11,11,0,,0.7273,0.2727,,,1500.967128965353,1489.9253882855428
Blaise Bicknell,9,6,3,30.0,0.625,0.6667,1515.4399375547262,1506.6704728679647,2024-02-03,319,3,0,4,2,0.3333,,0.75,1.0,1499.9870906942194,,1506.9705523089067
Alejandro Moro Canas,3,1,2,30.0,0.5,0.3333,1514.104408514855,1506.5290795465203,2024-07-01,170,2,1,0,0,0.5,0.0,,,1507.3119324988038,1500.0,
Mikael Ymer,152,73,79,13.467105263157896,0.5,0.4803,1635.1617231877824,1506.5121035826096,2023-07-03,534,33,13,106,0,0.4242,0.4615,0.5,,1494.5657993926734,1507.1999801870443,1542.0789113754902
Arthur Cazaux,29,11,18,19.689655172413794,0.4,0.3793,1541.6475707546153,1506.5016820578194,2024-10-28,51,6,3,20,0,0.1667,0.3333,0.45,,1489.7877707340558,1500.0487547322289,1512.8259111315592
Yanki Erel,3,1,2,50.0,0.5,0.3333,1506.9587589952653,1506.4936511115743,2024-09-13,96,2,0,1,0,0.0,,1.0,,1499.8675143171695,,1500.0
Lukas Klein,30,11,19,23.033333333333335,0.4,0.3667,1523.5313274224688,1506.0771354482013,2024-11-04,44,9,3,18,0,0.4444,0.3333,0.3333,,1505.583812056768,1499.9977356895324,1490.8333755009373
Joaquin  Aguilar Cardozo ,4,2,2,37.5,0.6666666666666666,0.5,1510.3295326422758,1505.8891677377337,2024-09-13,96,4,0,0,0,0.5,,,,1503.9545437564573,,
Murkel Alejandro Dellien Velasco,6,2,4,35.0,0.4,0.3333,1512.2291816981647,1505.5675821883656,2024-09-13,96,4,0,2,0,0.5,,0.0,,1504.8187338313064,,1493.0
Patrick Kypson,9,3,6,25.22222222222222,0.375,0.3333,1513.0369983712733,1505.2045256176525,2024-04-01,261,2,0,7,0,0.0,,0.4286,,1496.5035184502317,,1509.473915774219
Aisam Ul Haq Qureshi,23,12,11,45.65217391304348,0.7,0.5217,1521.725871744806,1505.1648325239698,2024-02-03,319,6,11,6,0,0.6667,0.4545,0.5,,1503.0599040577185,1506.470981270764,1500.717213730745
Franco Roncadelli,7,3,4,30.0,0.3333333333333333,0.4286,1505.475078530257,1505.1091365296816,2024-09-13,96,5,0,2,0,0.6,,0.0,,1503.1330854139649,,1493.0
Alvaro Guillen Meza,2,1,1,45.0,0.5,0.5,1510.0477454115733,1504.6586409537158,2024-02-02,320,2,0,0,0,0.5,,,,1505.9374596543846,,
Steve Johnson,404,200,204,9.133663366336634,0.3,0.495,1721.9296249509011,1504.547337582751,2024-02-05,317,69,68,267,0,0.4928,0.5588,0.4794,,1505.6438926875076,1511.0284795611944,1489.2560898942788
Altug Celikbilek,22,13,9,40.04545454545455,0.6,0.5909,1526.4702055121911,1504.4610040725622,2024-02-02,320,3,3,15,1,0.3333,0.3333,0.6667,1.0,1500.0113708907447,1500.003086624946,1502.6964776480859
Daniel Vallejo,4,3,1,22.5,1.0,0.75,1520.5919332618423,1504.145971659186,2024-02-03,319,2,0,0,2,0.5,,,1.0,1507.0,,
Fitriadi M Rifqi,6,3,3,35.0,0.4,0.5,1508.5587143556181,1503.9873301693021,2024-02-03,319,0,0,4,2,,,0.5,0.5,,,1505.988505311301
Ki Lung Ng,3,1,2,50.0,0.5,0.3333,1503.9767179970254,1503.7162470979797,2024-09-14,95,0,0,3,0,,,0.3333,,,,1502.3307066969207
Jiri Vesely,315,143,172,10.704761904761904,0.4,0.454,1641.1880240362625,1503.5247878908433,2024-01-15,338,123,41,151,0,0.4715,0.5854,0.404,,1490.3162219657847,1509.7230592217466,1497.374445411138
Dominic Thiem,566,349,217,6.927561837455831,0.2,0.6166,1890.8746279264094,1503.519050679588,2024-10-21,58,241,33,292,0,0.6846,0.4545,0.5788,,1500.514838228366,1494.6227245510454,1504.5443934398722
Daniel Cukierman,11,5,6,46.36363636363637,0.4,0.4545,1512.9979795786473,1503.5138332990518,2024-09-13,96,2,0,7,2,0.5,,0.4286,0.5,1499.9994887328073,,1502.2314454042466
Jenson Brooksby,79,46,33,8.556962025316455,0.5,0.5823,1693.1225339587997,1503.4874472998122,2023-01-16,702,7,12,60,0,0.2857,0.5833,0.6167,,1494.4960540599827,1494.8268779128425,1587.1825004417808
Pierre Hugues Herbert,228,101,127,12.881578947368421,0.5,0.443,1676.6365064610045,1503.406663894428,2024-11-04,44,42,30,156,0,0.4048,0.4667,0.4487,,1499.7975506791477,1499.998864630066,1511.0984751952656
Saba Purtseladze,5,2,3,30.0,0.5,0.4,1516.0872098673517,1503.0873772466764,2024-09-14,95,0,0,4,1,,,0.25,1.0,,,1493.048978387098
Kevin Anderson,550,330,220,6.810909090909091,0.3,0.6,1851.0440289520168,1502.738301896443,2023-07-31,506,102,66,382,0,0.549,0.6667,0.6021,,1504.1707361000463,1500.6106808845495,1499.0780645989657
Nishesh Basavareddy,3,1,2,10.0,0.5,0.3333,1502.6243877368788,1502.6243877368788,2024-12-18,0,0,0,3,0,,,0.3333,,,,1500.4370510733816
Matej Dodig,3,2,1,27.666666666666668,0.5,0.6667,1511.6400777463168,1502.6142459666023,2024-09-13,96,2,0,1,0,0.5,,1.0,,1506.9999845155246,,1500.0
Duje Ajdukovic,16,6,10,31.8125,0.5,0.375,1512.0,1502.3207160668085,2024-11-04,44,11,0,5,0,0.3636,,0.4,,1498.0588549144675,,1502.9110740959072
Liam Broady,56,21,35,23.571428571428573,0.4,0.375,1531.857581880189,1502.1804714613513,2024-07-01,170,5,27,24,0,0.2,0.3333,0.4583,,1499.92062491973,1491.834140620677,1505.08820372014
Zura Tkemaladze,4,1,3,37.5,0.3333333333333333,0.25,1504.3895488532778,1502.0450011351077,2024-02-03,319,0,0,3,1,,,0.0,1.0,,,1493.0748364836115
Ivan Gakhov,4,1,3,37.5,0.3333333333333333,0.25,1510.25421220983,1502.0192611296495,2024-04-15,247,4,0,0,0,0.25,,,,1498.9943145484121,,
Khumoun Sultanov,7,3,4,47.142857142857146,0.3333333333333333,0.4286,1502.0752132810237,1501.9365106678133,2024-09-13,96,1,1,5,0,0.0,1.0,0.4,,1500.0,1500.0,1500.9287670571905
Egor Gerasimov,119,62,57,15.6890756302521,0.3,0.521,1648.4523320815933,1501.9054954522792,2024-10-02,77,20,4,95,0,0.45,0.5,0.5368,,1496.1160688816328,1506.8571493205493,1499.7578839382193
Yshai Oliel,12,5,7,42.5,0.4,0.4167,1501.9737322127562,1501.841812367124,2024-09-13,96,3,0,8,1,0.3333,,0.375,1.0,1496.5895900298071,,1499.6402390287676
Kris Van Wyk,4,1,3,22.5,0.3333333333333333,0.25,1503.6792851655273,1501.7059019561525,2024-02-02,320,0,0,2,2,,,0.5,0.0,,,1507.0
Kimmer Coppejans,21,4,17,41.95238095238095,0.1,0.1905,1520.1741308961546,1501.5068223170376,2023-09-20,455,11,2,8,0,0.2727,0.0,0.125,,1495.5205291984707,1500.0,1507.1244825210356
Nick Hardt,8,3,5,33.75,0.42857142857142855,0.375,1511.7282990856427,1501.5050834715444,2024-07-15,156,3,0,5,0,0.3333,,0.4,,1500.2982264900286,,1492.951193173774
Lloyd Harris,158,76,82,12.259493670886076,0.3,0.481,1677.05794236691,1501.4240445577402,2024-07-01,170,24,18,116,0,0.25,0.4444,0.5345,,1482.4158020337843,1506.9179824094747,1499.2502242397322
Mattia Bellucci,15,6,9,14.533333333333333,0.5,0.4,1515.8733235068933,1501.4089154368064,2024-10-02,77,1,1,13,0,0.0,0.0,0.4615,,1500.0,1500.0,1508.4626976209697
Ryan Peniston,13,6,7,13.692307692307692,0.4,0.4615,1553.1515846412972,1501.1063711845363,2023-07-03,534,0,12,1,0,,0.5,0.0,,,1497.3368497763058,1500.0
Hady Habib,16,9,7,42.3125,0.4,0.5625,1532.2538967087314,1501.0899607413353,2024-09-14,95,9,0,6,1,0.3333,,1.0,0.0,1495.0219360353572,,1507.0000025944894
Philip Sekulic,3,1,2,14.0,0.5,0.3333,1511.8350221346807,1501.0868444588461,2023-10-02,443,0,0,3,0,,,0.3333,,,,1500.2672925160493
Jack Sock,335,182,153,9.456716417910448,0.3,0.5433,1833.244740611195,1501.0639483561808,2023-04-03,625,59,31,245,0,0.5593,0.5484,0.5388,,1497.7256491772089,1509.635041462816,1488.941872147564
Genaro Alberto Olivieri,3,2,1,10.0,0.5,0.6667,1524.643178931864,1501.0562497118606,2023-05-29,569,3,0,0,0,0.6667,,,,1514.0329667765027,,
Alexis Galarneau,5,2,3,38.0,0.25,0.4,1504.9305939107737,1501.0141664749835,2023-09-16,459,1,0,4,0,0.0,,0.5,,1500.0,,1499.1442532569756
Antoine Bellier,13,5,8,34.61538461538461,0.5,0.3846,1541.6154412642725,1500.935008015549,2023-02-06,681,5,4,4,0,0.2,0.75,0.25,,1494.1934833961398,1520.9103022752038,1501.446684236298
Adria Soriano Barrera,3,1,2,30.0,0.5,0.3333,1500.9873381155944,1500.9226684943583,2024-09-14,95,2,0,1,0,0.5,,0.0,,1493.0005651684141,,1500.0
Mariano Navone,42,18,24,7.214285714285714,0.3,0.4286,1602.0708443940064,1500.863341821788,2024-11-04,44,26,3,13,0,0.5769,0.0,0.2308,,1535.5642510633797,1486.8437322816128,1470.066331116172
Robin Haase,428,195,233,8.542056074766355,0.4,0.4556,1629.9252654356487,1500.8394342440126,2024-07-29,142,156,47,225,0,0.5064,0.4255,0.4267,,1500.0374686054417,1499.9987493735937,1506.6546151483371
Omni Kumar,5,2,3,22.2,0.5,0.4,1515.6875019662227,1500.792965916717,2024-08-19,121,0,0,5,0,,,0.4,,,,1500.5280737494243
Yuttana Charoenphon,3,2,1,30.0,0.5,0.6667,1522.0687188610507,1500.6586176262929,2023-02-03,684,0,0,1,2,,,1.0,0.5,,,1500.0
Viacheslav Bielinskyi,3,1,2,50.0,0.5,0.3333,1501.4184359799735,1500.6545017141361,2024-02-01,321,0,0,2,1,,,0.0,1.0,,,1498.9808498463685
Filip Krajinovic,248,122,126,10.870967741935484,0.1,0.4919,1721.1348111523646,1500.6155333355862,2023-05-29,569,70,11,167,0,0.4714,0.4545,0.503,,1477.5121195302481,1526.4872681579664,1502.3931935459661
Kasidit Samrej,7,3,4,30.0,0.5,0.4286,1520.1095927628412,1500.6001495752685,2023-02-03,684,0,0,5,2,,,0.6,0.0,,,1507.0452576392775
Aleksandre Bakshi,4,3,1,37.5,0.6666666666666666,0.75,1512.1721129627156,1500.5578138254568,2024-09-14,95,0,0,3,1,,,0.6667,1.0,,,1506.617417024913
Nicholas David Ionel,5,2,3,30.0,0.5,0.4,1510.9492367376383,1500.5220645550642,2024-02-03,319,2,0,1,2,0.5,,0.0,0.5,1507.0023221285692,,1500.0
Vladyslav Orlov,5,2,3,42.0,0.5,0.4,1501.9580984014035,1500.4695498955207,2024-02-01,321,0,0,4,1,,,0.25,1.0,,,1497.4609422464139
Jacopo Berrettini,2,1,1,15.0,0.5,0.5,1511.8709182375144,1500.4513261489128,2023-02-27,660,0,0,2,0,,,0.5,,,,1505.8911174203695
Amr Elsayed Abdou Ahmed Mohamed,8,3,5,48.75,0.42857142857142855,0.375,1510.5301441930571,1500.4393966348114,2024-09-13,96,4,0,2,2,0.5,,0.0,0.5,1501.0435400553492,,1499.9886267998538
Mousa Alkotop,2,1,1,15.0,0.5,0.5,1512.0,1500.358127336946,2023-02-03,684,0,0,0,2,,,,0.5,,,
Colin Sinclair,2,1,1,15.0,0.5,0.5,1511.4910032368086,1500.3429368656696,2023-02-03,684,0,0,0,2,,,,0.5,,,
Guido Pella,281,129,152,10.0711743772242,0.5,0.4591,1703.587668293912,1500.3365325396373,2023-08-28,478,133,27,121,0,0.5113,0.4074,0.4132,,1486.2270113426305,1513.1361293311472,1495.2897234979978
Karlis Ozolins,5,2,3,30.0,0.5,0.4,1511.9757133661963,1500.3208680246394,2023-02-04,683,0,0,3,2,,,0.3333,0.5,,,1506.9871394865295
Gilles Simon,587,322,265,6.92504258943782,0.6,0.5486,1779.8141233430429,1500.31663465797,2022-10-31,779,170,68,349,0,0.5353,0.5441,0.5559,,1492.7059966027348,1496.1799824060324,1512.7260342558434
Filip Cristian Jianu,4,3,1,37.5,0.6666666666666666,0.75,1510.4253893030916,1500.3111347423117,2023-02-03,684,0,0,2,2,,,0.5,1.0,,,1500.0165936100298
Aqeel Khan,34,20,14,39.23529411764706,0.5,0.5882,1547.8832606072833,1500.2388897957765,2024-09-14,95,10,14,9,1,0.4,0.6429,0.7778,0.0,1499.9400029557012,1511.7085290874018,1500.0
John Millman,269,121,148,9.925650557620818,0.4,0.4498,1634.047536385899,1500.2213853949488,2023-01-16,702,49,31,189,0,0.3878,0.4194,0.4709,,1484.2790424017212,1497.5009562638204,1508.7845945391055
Riccardo Bonadio,3,1,2,21.666666666666668,0.5,0.3333,1512.3282442567022,1500.1346580873799,2023-04-03,625,3,0,0,0,0.3333,,,,1500.3185078389633,,
Manuel Guinard,10,4,6,19.2,0.4444444444444444,0.4,1512.917049876158,1500.1197696638478,2024-11-04,44,5,0,5,0,0.4,,0.4,,1500.1026362280254,,1500.032063098112
Matheus Pucinelli De Almeida,4,3,1,37.5,0.6666666666666666,0.75,1520.1187488847352,1500.104023885625,2023-02-03,684,3,0,0,1,0.6667,,,1.0,1512.134117908547,,
Franco Agamenone,5,3,2,18.0,0.75,0.6,1532.1324988450287,1500.0999295093586,2022-07-25,877,5,0,0,0,0.6,,,,1516.2102809069715,,
Rio Noguchi,2,1,1,15.0,0.5,0.5,1510.5726381407467,1500.0796534507747,2022-10-03,807,0,0,2,0,,,0.5,,,,1506.220060139747
Olaf Pieczkowski,2,2,0,15.0,0.5,1.0,1511.9999513154394,1500.0734200454606,2022-09-16,824,0,0,2,0,,,1.0,,,,1506.999983433726
Henrique Rocha,6,3,3,44.833333333333336,0.4,0.5,1511.7144634388335,1500.0694230455642,2024-09-13,96,4,0,2,0,0.25,,1.0,,1498.3341114425784,,1504.8173316408158
Hernando Jose Escurra Isnardi,3,1,2,50.0,0.5,0.3333,1501.78289327675,1500.0532085684383,2023-02-03,684,1,0,1,1,1.0,,0.0,0.0,1500.0,,1500.0
Alexandros Skorilas,2,1,1,45.0,0.5,0.5,1500.2246513652199,1500.0462082027618,2023-09-16,459,0,0,2,0,,,0.5,,,,1500.1310466297116
Martin Cuevas,21,5,16,46.95238095238095,0.3,0.2381,1506.5133228542213,1500.0398508666815,2022-09-16,824,16,0,5,0,0.25,,0.2,,1504.3555539680094,,1493.1122959572624
Nicolas Alvarez Varona,3,1,2,30.0,0.5,0.3333,1504.466901253025,1500.0366182607618,2022-10-10,800,1,0,2,0,0.0,,0.5,,1500.0,,1506.9299064873685
Ergi Kirkin,4,2,2,52.5,0.3333333333333333,0.5,1501.0645065904612,1500.031769075867,2023-02-03,684,0,1,2,1,,0.0,0.5,1.0,,1500.0,1496.100938279389
Zdenek Kolar,4,1,3,31.25,0.3333333333333333,0.25,1511.0915023280193,1500.0176760234372,2022-06-27,905,3,1,0,0,0.3333,0.0,,,1506.5552788103719,1500.0,
Alastair Gray,4,1,3,37.5,0.3333333333333333,0.25,1507.428338997141,1500.0158849968138,2022-06-27,905,0,4,0,0,,0.25,,,,1504.4059263514678,
Christian Harrison,15,6,9,30.933333333333334,0.5,0.4,1539.8042311452016,1500.0155261073473,2022-06-27,905,1,5,9,0,0.0,0.4,0.4444,,1500.0,1506.753359836231,1520.6571721317987
Philipp Kohlschreiber,533,296,237,7.112570356472795,0.3,0.5553,1793.745071033887,1500.013368716574,2022-04-25,968,196,62,275,0,0.5867,0.5806,0.5273,,1496.839514647156,1506.8817395552114,1498.7070751828237
Nicolas Barrientos,6,1,5,52.833333333333336,0.2,0.1667,1500.270116181166,1500.0080613323855,2023-02-03,684,2,0,4,0,0.5,,0.0,,1506.0550026579465,,1500.0
Yuta Shimizu,2,1,1,45.0,0.5,0.5,1500.9860005857397,1500.007428453341,2022-10-03,807,0,1,1,0,,1.0,0.0,,,1500.0,1500.0
Simon Carr,5,1,4,30.0,0.25,0.2,1511.9999999879706,1500.0072239171423,2023-02-03,684,0,0,4,1,,,0.25,0.0,,,1506.9999999927413
Laurynas Grigelis,27,11,16,41.111111111111114,0.3,0.4074,1530.8895727767335,1500.003025110492,2022-03-04,1020,5,1,21,0,0.6,0.0,0.381,,1492.7592346214415,1500.0,1498.6483089815272
Gerardo Lopez Villasenor,13,5,8,40.84615384615385,0.5,0.3846,1527.2370140266432,1500.002401106093,2022-09-16,824,5,0,8,0,0.4,,0.375,,1500.0217487338446,,1503.2574475927097
Filip Horansky,11,2,9,35.09090909090909,0.2,0.1818,1516.660820182829,1500.0014822408866,2022-03-04,1020,7,1,3,0,0.1429,0.0,0.3333,,1496.962488099374,1500.0,1507.1928813652182
Roger Federer,621,516,105,5.241545893719807,0.8,0.8309,2070.5999265174314,1500.0008716826924,2021-06-28,1269,102,112,407,0,0.7353,0.8661,0.8452,,1515.3245571389323,1530.7353047677445,1575.4248235826292
Nikola Milojevic,14,6,8,25.571428571428573,0.4,0.4286,1524.2525518831008,1500.0007034514028,2022-01-31,1052,9,0,5,0,0.4444,,0.4,,1503.9359802402703,,1500.0509153336002
Daniil Ostapenkov,3,1,2,30.0,0.5,0.3333,1516.5910110551672,1500.0004234820876,2021-09-18,1187,2,0,1,0,0.5,,0.0,,1508.481795970024,,1500.0
Roberto Marcora,7,3,4,30.0,0.5,0.4286,1528.7623225221864,1500.00018907398,2021-10-04,1171,1,0,6,0,0.0,,0.5,,1500.0,,1502.145960929259
Alexander Erler,2,1,1,15.0,0.5,0.5,1515.3518373605507,1500.0001464590289,2021-07-26,1241,2,0,0,0,0.5,,,,1507.8660417865992,,
Lukas Hellum Lilleengen,2,1,1,45.0,0.5,0.5,1500.0197693943248,1500.00012095631,2022-09-16,824,0,0,2,0,,,0.5,,,,1500.0115321466894
Mario Vilella Martinez,10,4,6,26.5,0.4444444444444444,0.4,1524.301477945805,1500.0001172764335,2021-07-26,1241,5,0,5,0,0.4,,0.4,,1501.0465285123537,,1505.5808032824254
Juan Martin del Potro,406,301,105,6.130541871921182,0.6,0.7414,1929.050846099568,1500.0000733547529,2022-02-07,1045,73,43,290,0,0.6986,0.7209,0.7552,,1500.0229506492922,1509.2954827785163,1709.6198521541835
Christopher Rungkat,22,16,6,33.90909090909091,0.6,0.7273,1560.6954856226619,1500.0000726243443,2023-02-04,683,2,0,19,1,1.0,,0.6842,1.0,1507.0,,1500.0000018797393
Lukas Lacko,186,72,114,13.74731182795699,0.4,0.3871,1539.8346101384664,1500.000050023431,2021-06-14,1283,12,36,138,0,0.0833,0.4167,0.4058,,1495.5680534166163,1506.8663419132397,1456.0751896826594
Mats Moraing,3,1,2,30.0,0.5,0.3333,1514.2569653982812,1500.0000408238232,2021-05-24,1304,2,1,0,0,0.5,0.0,,,1506.7770890871568,1500.0,
Adolfo Daniel Vallejo,4,2,2,37.5,0.6666666666666666,0.5,1503.134795414806,1500.0000357921178,2021-09-17,1188,4,0,0,0,0.5,,,,1500.8183046648537,,
Daniil Glinka,2,1,1,45.0,0.5,0.5,1501.1399610507774,1500.000028583147,2021-09-17,1188,0,0,2,0,,,0.5,,,,1500.6649772796202
Patrik Niklas Salminen,4,1,3,52.5,0.3333333333333333,0.25,1500.9715618639148,1500.0000243607408,2021-09-17,1188,1,0,3,0,1.0,,0.0,,1500.0,,1499.9162095692936
