player,matches,wins,losses,avg_rest_days,matches_28d_latest,rolling_10_winrate_latest,rolling_5_winrate_latest,streak_latest,last_match_date,win_rate,peak_elo,current_elo,current_selo_Clay,current_selo_Grass,current_selo_Hard,wr_Clay,wr_Grass,wr_Hard,Other_x,surf_matches_Clay,surf_matches_Grass,surf_matches_Hard,Other_y,days_since_last
Paul Jubb,9,3,6,19.77777777777778,4,0.375,0.6,-1,2024-07-01,0.3333,1536.9129599484277,1519.559901903854,1500.0,1511.3509244036795,1500.0,,0.3333,,,0.0,9.0,0.0,0.0,170
Marco Trungelliti,41,17,24,30.75609756097561,0,0.4,0.4,-1,2024-09-18,0.4146,1535.0328039169872,1518.5141877759947,1511.9301817270352,1500.0,1499.599540354576,0.5,0.0,0.2,,30.0,1.0,10.0,0.0,91
Borna Coric,419,223,196,8.210023866348449,2,0.4,0.4,-1,2024-10-14,0.5322,1769.78517218826,1518.5034180999464,1501.0288922385657,1493.400938167667,1516.2873276376752,0.5484,0.4615,0.5316,,124.0,26.0,269.0,0.0,65
Andrea Vavassori,21,9,12,23.19047619047619,1,0.4,0.4,-1,2024-07-29,0.4286,1534.4557627376698,1518.4309727825962,1503.2798724670793,1499.6027532042554,1503.7199125131096,0.4667,0.0,0.5,,15.0,2.0,4.0,0.0,142
Pablo Llamas Ruiz,8,4,4,21.375,3,0.5714285714285714,0.6,-1,2024-04-22,0.5,1534.5894989389467,1518.126285235796,1504.8906116406972,1500.0,1500.0,0.5,,0.5,,6.0,0.0,2.0,0.0,240
Gijs Brouwer,27,13,14,18.962962962962962,3,0.4,0.4,-1,2024-06-24,0.4815,1577.6793500232163,1518.0222957593674,1502.1881393556657,1501.6967738619749,1502.9551495096962,0.5556,0.375,0.5,,9.0,8.0,10.0,0.0,177
Andres Andrade,3,2,1,30.0,1,0.5,0.5,-1,2024-09-14,0.6667,1519.5785842636258,1517.9172979114585,1500.0,1500.0,1507.3211822347118,1.0,,0.5,,1.0,0.0,2.0,0.0,95
Reilly Opelka,188,96,92,9.372340425531915,3,0.4,0.4,-1,2024-10-02,0.5106,1690.8937210678353,1517.8674698508578,1500.0929267421604,1518.313778421487,1492.5582423877484,0.4375,0.4,0.539,,32.0,15.0,141.0,0.0,77
Pavel Kotov,80,36,44,13.3625,1,0.3,0.2,-1,2024-11-04,0.45,1601.4767619494062,1516.9660151193239,1519.0057351468818,1502.0593519967838,1478.2852471865417,0.5312,0.5,0.3864,,32.0,4.0,44.0,0.0,44
Vasek Pospisil,312,137,175,11.804487179487179,0,0.5,0.4,0,2024-08-05,0.4391,1645.1962204213123,1516.7786099732548,1499.9999997424766,1500.0000128311788,1507.577702288844,0.05,0.3958,0.4795,,20.0,48.0,244.0,0.0,135
Sebastian Ofner,93,41,52,13.21505376344086,2,0.5,0.2,-1,2024-08-26,0.4409,1588.2987549991471,1516.234915328396,1479.5835453005702,1504.840519223861,1515.3349525330389,0.4186,0.4667,0.4571,,43.0,15.0,35.0,0.0,114
Alex Knaff,11,6,5,30.0,1,0.5,0.6,1,2024-09-14,0.5455,1526.7258266139359,1516.084781704803,1500.0142314217803,1500.0,1507.0829419382067,0.4,,0.5,1.0,5.0,0.0,4.0,2.0,95
Learner Tien,12,6,6,18.083333333333332,4,0.6,0.6,-1,2024-12-18,0.5,1551.3696464041911,1514.9577389232759,1500.0,1500.0,1506.247795680731,,,0.5,,0.0,0.0,12.0,0.0,0
Benjamin Hassan,25,15,10,32.2,0,0.5,0.6,0,2024-10-14,0.6,1538.6561045157262,1514.8937580164218,1499.8154968569095,1500.0,1494.8890090131235,0.6923,,0.5,0.5,13.0,0.0,10.0,2.0,65
Facundo Diaz Acosta,41,18,23,14.804878048780488,1,0.4,0.2,-1,2024-10-14,0.439,1574.51072885973,1514.101498398783,1535.376345636339,1500.0,1468.95434408185,0.5517,0.0,0.1818,,29.0,1.0,11.0,0.0,65
Ricardas Berankis,270,126,144,13.562962962962963,1,0.6,0.4,1,2024-02-03,0.4667,1604.5203512724702,1513.3462425348353,1498.5439470982756,1500.2770944684673,1505.593899667085,0.3077,0.25,0.5194,1.0,39.0,24.0,206.0,1.0,319
Moez Echargui,5,3,2,42.0,0,0.75,0.75,-1,2024-07-29,0.6,1515.5742364901,1512.9722368276334,1500.0,1500.0,1499.9999999999561,0.0,,0.5,1.0,1.0,0.0,2.0,2.0,142
Chris Rodesch,7,4,3,30.0,1,0.6666666666666666,0.6,-1,2024-09-14,0.5714,1517.1639790629972,1512.8821779838377,1500.014231438308,1500.0,1507.0848099434527,0.5,,0.5,1.0,4.0,0.0,2.0,1.0,95
Dominic Stricker,49,24,25,15.306122448979592,4,0.4,0.6,0,2024-10-21,0.4898,1583.3223539928395,1512.8235195756843,1497.8869708016791,1500.3251401430784,1505.5194348210189,0.4,0.5,0.5161,,10.0,8.0,31.0,0.0,58
Coleman Wong,15,7,8,30.933333333333334,3,0.5,0.6,-1,2024-10-14,0.4667,1528.8141449305845,1512.389185643212,1500.0,1500.0,1510.4230461941636,,0.0,0.5,,0.0,1.0,14.0,0.0,65
Jerome Kym,3,2,1,42.666666666666664,0,0.5,0.5,-1,2024-10-21,0.6667,1512.1583959224579,1511.7228617117696,1500.0,1500.0,1507.6126113482069,,,0.6667,,0.0,0.0,3.0,0.0,58
Kamil Majchrzak,71,31,40,21.43661971830986,0,0.6,0.6,-1,2024-09-13,0.4366,1544.169669587248,1511.1366824366326,1499.9730352485678,1500.0005672793438,1506.9947979348365,0.375,0.2857,0.4792,,16.0,7.0,48.0,0.0,96
Giles Hussey,2,1,1,15.0,1,0.5,0.5,0,2024-06-24,0.5,1514.3548305889262,1510.9386456130876,1500.0,1505.9722132058355,1500.0,,0.5,,,0.0,2.0,0.0,0.0,177
Alan Fernando Rubio Fierros,3,1,2,30.0,1,0.5,0.5,-1,2024-09-14,0.3333,1511.720245198813,1510.725756367002,1500.0,1500.0,1507.3225252544373,0.0,,0.5,,1.0,0.0,2.0,0.0,95
John Isner,659,405,254,6.562974203338391,4,0.5,0.4,-1,2023-08-28,0.6146,1777.1995189802271,1510.6564850296047,1500.822898760756,1500.8086862491766,1503.9053748827678,0.5726,0.7013,0.6114,,124.0,77.0,458.0,0.0,478
Jacob Fearnley,5,2,3,19.4,1,0.5,0.5,-1,2024-10-14,0.4,1511.1316541682186,1510.644138818074,1500.0,1500.2904345989155,1506.8662929963864,,0.3333,0.5,,0.0,3.0,2.0,0.0,65
Thomas Yaka Kofi Setodji,4,3,1,22.5,1,0.6666666666666666,0.6666666666666666,2,2024-09-14,0.75,1511.8467766619306,1510.5649552618274,1500.0,1500.0,1507.1925949752856,,,0.75,,0.0,0.0,4.0,0.0,95
Aziz Dougaz,13,5,8,43.76923076923077,1,0.5,0.4,-1,2024-09-13,0.3846,1521.484093076917,1510.5418720396356,1502.046736328654,1500.0,1500.0342904983215,0.5,,0.375,0.0,4.0,0.0,8.0,1.0,96
Yu Hsiou Hsu,7,3,4,26.428571428571427,0,0.5,0.6,-1,2024-02-03,0.4286,1532.2114046509303,1510.2848013282699,1500.0,1500.0,1504.0275337347832,,,0.4286,,0.0,0.0,7.0,0.0,319
Lukas Neumayer,5,3,2,28.6,1,0.5,0.5,1,2024-09-13,0.6,1512.76554318898,1510.2718321256325,1506.4973061429826,1500.0,1500.0,0.6,,,,5.0,0.0,0.0,0.0,96
Christopher Eubanks,103,41,62,14.932038834951456,5,0.5,0.6,-1,2024-08-26,0.3981,1629.5210390660868,1510.0989234370022,1468.7460583617355,1501.2959517462173,1495.8309132347233,0.1111,0.6,0.3623,,9.0,25.0,69.0,0.0,114
Darian King,52,34,18,30.0,1,0.8,0.6,1,2024-09-14,0.6538,1568.3672889104762,1509.9801700527282,1500.000000018174,1500.0,1500.4817738825525,0.5,,0.6667,1.0,8.0,0.0,42.0,2.0,95
Ignacio Buse,4,2,2,37.5,0,0.6666666666666666,0.6666666666666666,-1,2024-09-13,0.5,1526.4172704922646,1509.488680464008,1500.0,1500.0,1501.0012809735224,1.0,,0.3333,,1.0,0.0,3.0,0.0,96
Nam Hoang Ly,10,7,3,33.0,1,0.6666666666666666,0.8,4,2024-02-02,0.7,1520.4399758831705,1509.2847477945186,1500.0,1500.0,1503.634704188173,0.0,,0.7143,1.0,1.0,0.0,7.0,2.0,320
Alex Bolt,48,17,31,23.895833333333332,3,0.4,0.6,0,2024-07-15,0.3542,1535.8049624719288,1508.9818257654051,1500.0,1497.501449720506,1503.2909546681453,,0.3077,0.3714,,0.0,13.0,35.0,0.0,156
Elmer Moller,6,4,2,45.0,0,0.6,0.6,2,2024-09-14,0.6667,1509.5789418566744,1508.766147368553,1500.0,1500.0,1500.8882877710075,1.0,,0.6,,1.0,0.0,5.0,0.0,95
Filip Misolic,18,9,9,21.0,0,0.4,0.4,-1,2024-07-22,0.5,1547.299521143713,1507.9411620188878,1503.181929047512,1500.0,1499.9794935845443,0.5714,,0.25,,14.0,0.0,4.0,0.0,149
Martin Damm,3,2,1,10.0,2,0.5,0.5,-1,2024-03-18,0.6667,1532.7327817398386,1507.865195450276,1500.0,1500.0,1504.5481125803583,,,0.6667,,0.0,0.0,3.0,0.0,275
Robert Strombachs,7,4,3,47.142857142857146,0,0.6666666666666666,0.6,-1,2024-02-02,0.5714,1517.058538840713,1507.7487484224198,1500.0,1500.0,1506.83065535699,,,0.6667,0.0,0.0,0.0,6.0,1.0,320
Luciano Darderi,54,26,28,7.111111111111111,4,0.1,0.2,-1,2024-11-04,0.4815,1617.0699137683262,1507.7433646106515,1552.2620018724879,1493.830409212377,1445.1163892544296,0.6471,0.4,0.1333,,34.0,5.0,15.0,0.0,44
N Sriram Balaji,3,1,2,50.0,0,0.5,0.5,-1,2024-09-14,0.3333,1508.210206300291,1507.5135520636263,1500.0,1500.0,1500.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,95
Aristotelis Thanos,4,2,2,52.5,0,0.6666666666666666,0.6666666666666666,0,2024-09-14,0.5,1508.1156102338805,1507.4269826835166,1500.0,1500.0,1504.759520019819,1.0,,0.3333,,1.0,0.0,3.0,0.0,95
Ioannis Xilas,2,1,1,45.0,0,0.5,0.5,0,2024-09-14,0.5,1507.92202960597,1507.2498278017613,1500.0,1500.0,1504.8332185345075,,,0.5,,0.0,0.0,2.0,0.0,95
Juan Carlos Fuentes Vasquez,2,1,1,45.0,0,0.5,0.5,0,2024-09-14,0.5,1507.8955915731062,1507.2256330946957,1500.0,1500.0,1500.0,0.0,,1.0,,1.0,0.0,1.0,0.0,95
Mark Lajal,7,2,5,30.0,1,0.3333333333333333,0.4,-1,2024-09-13,0.2857,1507.8975021379756,1507.2151983148824,1500.0,1500.0,1506.921536673141,0.0,0.0,0.5,,2.0,1.0,4.0,0.0,96
Petr Nesterov,2,1,1,45.0,0,0.5,0.5,0,2024-09-14,0.5,1507.6191368453283,1506.972636164482,1500.0,1500.0,1500.0,0.0,,1.0,,1.0,0.0,1.0,0.0,95
Yassine Dlimi,4,2,2,37.5,0,0.6666666666666666,0.6666666666666666,0,2024-09-14,0.5,1511.3080306998113,1506.9034122903427,1500.0,1500.0,1499.9471624548858,0.0,,0.6667,,1.0,0.0,3.0,0.0,95
Francisco Comesana,11,4,7,15.181818181818182,3,0.4,0.4,0,2024-08-26,0.3636,1507.7610098753503,1506.8620081150339,1484.9151007837695,1512.6180718771695,1510.166659945834,0.0,0.6667,0.5,,4.0,3.0,4.0,0.0,114
Tim Van Rijthoven,22,11,11,20.227272727272727,0,0.3,0.4,-1,2024-06-10,0.5,1614.2927364165514,1506.5949614193437,1500.0,1501.247468493692,1499.4600725926255,,0.7273,0.2727,,0.0,11.0,11.0,0.0,191
Ilya Ivashka,178,88,90,11.07865168539326,4,0.3,0.4,-1,2023-08-28,0.4944,1684.0148113856526,1506.4765616489447,1498.3408363738968,1498.3546181052616,1505.4965321015004,0.4103,0.5217,0.5172,,39.0,23.0,116.0,0.0,478
Blaise Bicknell,9,6,3,30.0,1,0.625,0.6,1,2024-02-03,0.6667,1514.8592725984379,1506.28809428372,1499.995623266619,1500.0,1503.6301913872885,0.3333,,0.75,1.0,3.0,0.0,4.0,2.0,319
Mikael Ymer,152,73,79,13.467105263157896,7,0.5,0.8,-1,2023-07-03,0.4803,1624.9213340902832,1506.1661327498507,1499.3639484429004,1498.8853824878447,1502.7670728024477,0.4242,0.4615,0.5,,33.0,13.0,106.0,0.0,534
Mackenzie Mcdonald,230,105,125,9.956521739130435,1,0.3,0.2,0,2024-09-13,0.4565,1654.569877771977,1506.0369347423368,1478.1136089661939,1508.5484413179856,1510.971658515963,0.2759,0.5152,0.4762,,29.0,33.0,168.0,0.0,96
Yanki Erel,3,1,2,50.0,0,0.5,0.5,-1,2024-09-13,0.3333,1506.5415616785137,1505.9764041813364,1499.7694761972105,1500.0,1500.0,0.0,,1.0,,2.0,0.0,1.0,0.0,96
Alejandro Moro Canas,3,1,2,30.0,0,0.5,0.5,-1,2024-07-01,0.3333,1513.730358975431,1505.6386400390045,1500.0,1500.0,1500.0,0.5,0.0,,,2.0,1.0,0.0,0.0,170
Max Purcell,85,32,53,13.811764705882354,4,0.5,0.4,-1,2024-08-26,0.3765,1546.233884006186,1505.4449701281749,1496.1716404862905,1500.8794298632845,1476.0586979449758,0.3636,0.4211,0.3636,,11.0,19.0,55.0,0.0,114
Franco Roncadelli,7,3,4,30.0,1,0.3333333333333333,0.4,1,2024-09-13,0.4286,1505.7997882131392,1505.2987161524015,1503.584876574263,1500.0,1499.9999998536655,0.6,,0.0,,5.0,0.0,2.0,0.0,96
Joaquin  Aguilar Cardozo ,4,2,2,37.5,0,0.6666666666666666,0.6666666666666666,0,2024-09-13,0.5,1510.0044743320145,1505.27253205773,1503.8236400118963,1500.0,1500.0,0.5,,,,4.0,0.0,0.0,0.0,96
Jenson Brooksby,79,46,33,8.556962025316455,6,0.5,0.8,0,2023-01-16,0.5823,1682.743413336628,1505.0187222121876,1499.9759843133506,1500.061332084436,1503.4869366168325,0.2857,0.5833,0.6167,,7.0,12.0,60.0,0.0,702
Murkel Alejandro Dellien Velasco,6,2,4,35.0,0,0.4,0.4,-1,2024-09-13,0.3333,1512.1948146187508,1504.9823745399622,1504.8394345996549,1500.0,1500.0,0.5,,0.0,,4.0,0.0,2.0,0.0,96
Aisam Ul Haq Qureshi,23,12,11,45.65217391304348,0,0.7,0.6,0,2024-02-03,0.5217,1521.5381145731285,1504.973081793115,1500.0,1503.3167825860805,1500.0,0.6667,0.4545,0.5,,6.0,11.0,6.0,0.0,319
Gregoire Barrere,101,38,63,17.603960396039604,0,0.4,0.2,-1,2024-11-04,0.3762,1579.711551050252,1504.9210379165243,1498.2393266657587,1501.1404209720197,1484.627271275112,0.3571,0.4615,0.3667,,28.0,13.0,60.0,0.0,44
Alvaro Guillen Meza,2,1,1,45.0,0,0.5,0.5,0,2024-02-02,0.5,1509.7492707550828,1504.4285531773032,1502.9822808418044,1500.0,1500.0,0.5,,,,2.0,0.0,0.0,0.0,320
Patrick Kypson,9,3,6,25.22222222222222,2,0.375,0.6,-1,2024-04-01,0.3333,1512.159321145131,1504.34588668378,1497.736077291476,1500.0,1501.7380905825407,0.0,,0.4286,,2.0,0.0,7.0,0.0,261
Aslan Karatsev,167,79,88,10.62874251497006,2,0.3,0.4,-1,2024-10-14,0.4731,1702.7538878918642,1504.265339457838,1494.05520343073,1497.1563056709251,1493.387973865186,0.4889,0.3333,0.4818,,45.0,12.0,110.0,0.0,65
Daniel Vallejo,4,3,1,22.5,1,1.0,1.0,-1,2024-02-03,0.75,1520.579396507628,1504.0544652686124,1500.0,1500.0,1500.0,0.5,,,1.0,2.0,0.0,0.0,2.0,319
Altug Celikbilek,22,13,9,40.04545454545455,0,0.6,0.6,1,2024-02-02,0.5909,1525.5180198589917,1503.9637874791829,1500.0005130464795,1500.0000003921725,1501.4602031189922,0.3333,0.3333,0.6667,1.0,3.0,3.0,15.0,1.0,320
Fitriadi M Rifqi,6,3,3,35.0,1,0.4,0.4,1,2024-02-03,0.5,1508.664469995335,1503.9532753952428,1500.0,1500.0,1503.0566211354746,,,0.5,0.5,0.0,0.0,4.0,2.0,319
Jason Kubler,61,28,33,14.836065573770492,2,0.3,0.2,-1,2024-01-15,0.459,1584.4724297526313,1503.9187962951348,1501.0504346995363,1499.5542589254187,1498.0087523567422,0.5,0.5385,0.4118,,14.0,13.0,34.0,0.0,338
Ki Lung Ng,3,1,2,50.0,0,0.5,0.5,-1,2024-09-14,0.3333,1503.8878702661736,1503.557975840447,1500.0,1500.0,1502.3805502168182,,,0.3333,,0.0,0.0,3.0,0.0,95
Lukas Klein,30,11,19,23.033333333333335,2,0.4,0.6,0,2024-11-04,0.3667,1521.5261950648714,1503.2466826472712,1504.9239971266782,1499.9999748299565,1490.9029363478048,0.4444,0.3333,0.3333,,9.0,3.0,18.0,0.0,44
Daniel Cukierman,11,5,6,46.36363636363637,0,0.4,0.6,0,2024-09-13,0.4545,1512.8075792689501,1502.984300101912,1499.9999999997904,1500.0,1502.0003766767607,0.5,,0.4286,0.5,2.0,0.0,7.0,2.0,96
Saba Purtseladze,5,2,3,30.0,1,0.5,0.5,-1,2024-09-14,0.4,1516.0689527018244,1502.733205406343,1500.0,1500.0,1500.0583266062415,,,0.25,1.0,0.0,0.0,4.0,1.0,95
Kevin Anderson,550,330,220,6.810909090909091,3,0.3,0.4,-1,2023-07-31,0.6,1833.0705538380355,1502.6549342773903,1500.0002831061208,1500.1799779934902,1499.4848138362388,0.549,0.6667,0.6021,,102.0,66.0,382.0,0.0,506
Yshai Oliel,12,5,7,42.5,1,0.4,0.6,1,2024-09-13,0.4167,1502.5982406155156,1502.3737659051185,1499.9999999999998,1500.0,1500.0714132435098,0.3333,,0.375,1.0,3.0,0.0,8.0,1.0,96
Matej Dodig,3,2,1,27.666666666666668,0,0.5,0.5,1,2024-09-13,0.6667,1511.6359304872394,1502.2140682597017,1500.0,1500.0,1500.0,0.5,,1.0,,2.0,0.0,1.0,0.0,96
Nishesh Basavareddy,3,1,2,10.0,2,0.5,0.5,-1,2024-12-18,0.3333,1502.1807618647051,1502.1807618647051,1500.0,1500.0,1500.564708748384,,,0.3333,,0.0,0.0,3.0,0.0,0
Khumoun Sultanov,7,3,4,47.142857142857146,1,0.3333333333333333,0.2,1,2024-09-13,0.4286,1502.3307912492264,1502.1294227972278,1500.0,1500.0,1501.2309037663597,0.0,1.0,0.4,,1.0,1.0,5.0,0.0,96
Duje Ajdukovic,16,6,10,31.8125,0,0.5,0.6,-1,2024-11-04,0.375,1512.0,1502.0142778803365,1499.03335045512,1500.0,1503.4750271014047,0.3636,,0.4,,11.0,0.0,5.0,0.0,44
Zura Tkemaladze,4,1,3,37.5,1,0.3333333333333333,0.3333333333333333,-1,2024-02-03,0.25,1504.3884692608601,1502.0022953003563,1500.0,1500.0,1499.9999693975888,,,0.0,1.0,0.0,0.0,3.0,1.0,319
Ivan Gakhov,4,1,3,37.5,0,0.3333333333333333,0.3333333333333333,-1,2024-04-15,0.25,1510.050872683745,1501.8486598996838,1499.3520016520415,1500.0,1500.0,0.25,,,,4.0,0.0,0.0,0.0,247
Arthur Cazaux,29,11,18,19.689655172413794,3,0.4,0.6,-1,2024-10-28,0.3793,1539.3113969062304,1501.6848751618286,1491.8747558142727,1493.7055606498348,1503.396559527276,0.1667,0.3333,0.45,,6.0,3.0,20.0,0.0,51
Kris Van Wyk,4,1,3,22.5,1,0.3333333333333333,0.3333333333333333,-1,2024-02-02,0.25,1503.6883255733583,1501.6754018169318,1500.0,1500.0,1503.633956457713,,,0.5,0.0,0.0,0.0,2.0,2.0,320
Jiri Vesely,315,143,172,10.704761904761904,0,0.4,0.4,-1,2024-01-15,0.454,1631.12659724369,1501.5491930932433,1498.7882708209622,1501.5310496960544,1499.0250835931122,0.4715,0.5854,0.404,,123.0,41.0,151.0,0.0,338
Pierre Hugues Herbert,228,101,127,12.881578947368421,1,0.5,0.4,-1,2024-11-04,0.443,1662.8134804643284,1501.538615314923,1499.7119412497455,1499.994874430266,1505.4301167893484,0.4048,0.4667,0.4487,,42.0,30.0,156.0,0.0,44
Kimmer Coppejans,21,4,17,41.95238095238095,1,0.1,0.2,-1,2023-09-20,0.1905,1519.2670163435243,1501.4910296099692,1499.9999997150612,1500.0,1501.829184094035,0.2727,0.0,0.125,,11.0,2.0,8.0,0.0,455
Steve Johnson,404,200,204,9.133663366336634,0,0.3,0.4,-1,2024-02-05,0.495,1709.9717743467938,1501.34388969819,1500.4592797835276,1501.9057970602364,1494.230528083381,0.4928,0.5588,0.4794,,69.0,68.0,267.0,0.0,317
Genaro Alberto Olivieri,3,2,1,10.0,2,0.5,0.5,-1,2023-05-29,0.6667,1524.5758950818301,1501.2985044325642,1500.8656696217095,1500.0,1500.0,0.6667,,,,3.0,0.0,0.0,0.0,569
Antoine Bellier,13,5,8,34.61538461538461,0,0.5,0.6,-1,2023-02-06,0.3846,1540.4618633210034,1501.2782390099824,1500.0,1500.0881409441479,1500.0732067586366,0.2,0.75,0.25,,5.0,4.0,4.0,0.0,681
Egor Gerasimov,119,62,57,15.6890756302521,0,0.3,0.4,-1,2024-10-02,0.521,1639.703407498384,1501.2207610352539,1499.9624488220593,1500.000632879631,1499.486830673045,0.45,0.5,0.5368,,20.0,4.0,95.0,0.0,77
Nick Hardt,8,3,5,33.75,0,0.42857142857142855,0.4,-1,2024-07-15,0.375,1511.725831584119,1501.192660538613,1500.292145580927,1500.0,1499.8938924071667,0.3333,,0.4,,3.0,0.0,5.0,0.0,156
Philip Sekulic,3,1,2,14.0,2,0.5,0.5,-1,2023-10-02,0.3333,1511.6633125237252,1501.0270495826278,1500.0,1500.0,1500.0703429501832,,,0.3333,,0.0,0.0,3.0,0.0,443
Yuttana Charoenphon,3,2,1,30.0,1,0.5,0.5,-1,2023-02-03,0.6667,1521.747325321584,1500.9824145987457,1500.0,1500.0,1500.0,,,1.0,0.5,0.0,0.0,1.0,2.0,684
Ryan Peniston,13,6,7,13.692307692307692,3,0.4,0.2,-1,2023-07-03,0.4615,1551.8091777568493,1500.9427507467879,1500.0,1499.5563268453216,1500.0,,0.5,0.0,,0.0,12.0,1.0,0.0,534
Alexis Galarneau,5,2,3,38.0,1,0.25,0.25,1,2023-09-16,0.4,1504.2023236766254,1500.9278229385395,1500.0,1500.0,1499.816369921089,0.0,,0.5,,1.0,0.0,4.0,0.0,459
Kasidit Samrej,7,3,4,30.0,1,0.5,0.6,-1,2023-02-03,0.4286,1519.4791181359788,1500.8799505109018,1500.0,1500.0,1500.0006559243343,,,0.6,0.0,0.0,0.0,5.0,2.0,684
Jack Sock,335,182,153,9.456716417910448,2,0.3,0.4,-1,2023-04-03,0.5433,1817.602076326063,1500.87169596246,1499.8108755403834,1500.0749551201227,1499.1783791059427,0.5593,0.5484,0.5388,,59.0,31.0,245.0,0.0,625
Adria Soriano Barrera,3,1,2,30.0,0,0.5,0.5,-1,2024-09-14,0.3333,1500.9210701667487,1500.8429153177156,1496.3663712328826,1500.0,1500.0,0.5,,0.0,,2.0,0.0,1.0,0.0,95
Robin Haase,428,195,233,8.542056074766355,0,0.4,0.6,-1,2024-07-29,0.4556,1619.9183784343863,1500.7188932242252,1500.0876272467426,1499.9999646680483,1499.9819509477707,0.5064,0.4255,0.4267,,156.0,47.0,225.0,0.0,142
Aleksandre Bakshi,4,3,1,37.5,1,0.6666666666666666,0.6666666666666666,2,2024-09-14,0.75,1512.3304666340416,1500.686225183237,1500.0,1500.0,1499.9802596225197,,,0.6667,1.0,0.0,0.0,3.0,1.0,95
Jacopo Berrettini,2,1,1,15.0,1,0.5,0.5,0,2023-02-27,0.5,1511.5743452416623,1500.6340808093194,1500.0,1500.0,1500.3616787693518,,,0.5,,0.0,0.0,2.0,0.0,660
Viacheslav Bielinskyi,3,1,2,50.0,0,0.5,0.5,-1,2024-02-01,0.3333,1501.3843853997296,1500.6260609101332,1500.0,1500.0,1499.3988881199457,,,0.0,1.0,0.0,0.0,2.0,1.0,321
Mousa Alkotop,2,1,1,15.0,1,0.5,0.5,0,2023-02-03,0.5,1512.0,1500.5420885102246,1500.0,1500.0,1500.0,,,,0.5,0.0,0.0,0.0,2.0,684
Colin Sinclair,2,1,1,15.0,1,0.5,0.5,0,2023-02-03,0.5,1511.504214261643,1500.5196918642,1500.0,1500.0,1500.0,,,,0.5,0.0,0.0,0.0,2.0,684
Omni Kumar,5,2,3,22.2,0,0.5,0.5,-1,2024-08-19,0.4,1514.9104286835163,1500.4976535190244,1500.0,1500.0,1500.5150759717108,,,0.4,,0.0,0.0,5.0,0.0,121
Karlis Ozolins,5,2,3,30.0,1,0.5,0.5,-1,2023-02-04,0.4,1511.9347520903607,1500.4843072270744,1500.0,1500.0,1499.999456766912,,,0.3333,0.5,0.0,0.0,3.0,2.0,683
Gilles Simon,587,322,265,6.92504258943782,2,0.6,0.6,-1,2022-10-31,0.5486,1768.980050223544,1500.4597317859846,1499.8917007503055,1499.9808762691696,1500.227641042177,0.5353,0.5441,0.5559,,170.0,68.0,349.0,0.0,779
Filip Cristian Jianu,4,3,1,37.5,1,0.6666666666666666,0.6666666666666666,2,2023-02-03,0.75,1510.10873894372,1500.4566526028543,1500.0,1500.0,1500.0000120557665,,,0.5,1.0,0.0,0.0,2.0,2.0,684
Amr Elsayed Abdou Ahmed Mohamed,8,3,5,48.75,0,0.42857142857142855,0.4,-1,2024-09-13,0.375,1509.98479978446,1500.4500844939607,1501.2435354906113,1500.0,1499.9994864202472,0.5,,0.0,0.5,4.0,0.0,2.0,2.0,96
Nicholas David Ionel,5,2,3,30.0,0,0.5,0.5,-1,2024-02-03,0.4,1510.7887416880874,1500.4376649944893,1500.1051734476296,1500.0,1500.0,0.5,,0.0,0.5,2.0,0.0,1.0,2.0,319
Vladyslav Orlov,5,2,3,42.0,0,0.5,0.5,-1,2024-02-01,0.4,1502.0401833129915,1500.3866277716427,1500.0,1500.0,1498.7081920652963,,,0.25,1.0,0.0,0.0,4.0,1.0,321
Franco Agamenone,5,3,2,18.0,3,0.75,0.75,-1,2022-07-25,0.6,1531.1512289895845,1500.2451452066362,1500.1469763268365,1500.0,1500.0,0.6,,,,5.0,0.0,0.0,0.0,877
Manuel Guinard,10,4,6,19.2,0,0.4444444444444444,0.4,-1,2024-11-04,0.4,1511.743678598788,1500.1711124138924,1500.0009835487406,1500.0,1500.0598213431597,0.4,,0.4,,5.0,0.0,5.0,0.0,44
Rio Noguchi,2,1,1,15.0,1,0.5,0.5,0,2022-10-03,0.5,1510.6118902466974,1500.1638059003428,1500.0,1500.0,1500.1088070625296,,,0.5,,0.0,0.0,2.0,0.0,807
Olaf Pieczkowski,2,2,0,15.0,1,0.5,0.5,2,2022-09-16,1.0,1511.9997086856422,1500.1579217945878,1500.0,1500.0,1500.1052820483549,,,1.0,,0.0,0.0,2.0,0.0,824
Matheus Pucinelli De Almeida,4,3,1,37.5,0,0.6666666666666666,0.6666666666666666,0,2023-02-03,0.75,1519.6831213833846,1500.1429951982204,1500.020758222189,1500.0,1500.0,0.6667,,,1.0,3.0,0.0,0.0,1.0,684
Riccardo Bonadio,3,1,2,21.666666666666668,0,0.5,0.5,-1,2023-04-03,0.3333,1512.0617746251337,1500.1406973515889,1500.0173422232187,1500.0,1500.0,0.3333,,,,3.0,0.0,0.0,0.0,625
Aqeel Khan,34,20,14,39.23529411764706,0,0.5,0.4,1,2024-09-14,0.5882,1546.2541922502076,1500.1254181999388,1500.0,1505.8878118502066,1500.0,0.4,0.6429,0.7778,0.0,10.0,14.0,9.0,1.0,95
